Orthogroup	Chlorella_Vulgaris2111P	Chlorella_KRBP
OG0002211	KAI3435958.1 hypothetical protein D9Q98_002016 [Chlorella vulgaris]	QAXK01002337.1_17192-14208
OG0002212	KAI3427057.1 hypothetical protein D9Q98_006997 [Chlorella vulgaris]	QAXK01004985.1_1921-3702
OG0002214	KAI3435957.1 hypothetical protein D9Q98_002015 [Chlorella vulgaris]	QAXK01004099.1_10602-7616
OG0002216	KAI3430409.1 hypothetical protein D9Q98_005004 [Chlorella vulgaris]	QAXK01008333.1_5211-755
OG0002218	KAI3429249.1 hypothetical protein D9Q98_005346 [Chlorella vulgaris]	QAXK01008568.1_4370-1172
OG0002219	KAI3424991.1 hypothetical protein D9Q98_008372 [Chlorella vulgaris]	QAXK01000926.1_8546-11734
OG0002221	KAI3430410.1 hypothetical protein D9Q98_005005 [Chlorella vulgaris]	QAXK01000669.1_13732-11344
OG0002223	KAI3432351.1 hypothetical protein D9Q98_003908 [Chlorella vulgaris]	QAXK01002445.1_7314-8396
OG0002227	KAI3433830.1 hypothetical protein D9Q98_003634 [Chlorella vulgaris]	QAXK01002658.1_19503-16448
OG0002228	KAI3433827.1 hypothetical protein D9Q98_003631 [Chlorella vulgaris]	QAXK01005657.1_4133-2964
OG0002229	KAI3433828.1 hypothetical protein D9Q98_003632 [Chlorella vulgaris]	QAXK01012523.1_554-5993
OG0002231	KAI3424886.1 hypothetical protein D9Q98_008270 [Chlorella vulgaris]	QAXK01000465.1_13752-12830
OG0002232	KAI3428714.1 hypothetical protein D9Q98_007538 [Chlorella vulgaris]	QAXK01003345.1_4291-6594
OG0002233	KAI3426393.1 hypothetical protein D9Q98_008764 [Chlorella vulgaris]	QAXK01000437.1_11961-16259
OG0002235	KAI3426378.1 hypothetical protein D9Q98_008749 [Chlorella vulgaris]	QAXK01001803.1_9702-7639
OG0002238	KAI3429495.1 hypothetical protein D9Q98_005584 [Chlorella vulgaris]	QAXK01001182.1_10605-8247
OG0002241	KAI3424970.1 hypothetical protein D9Q98_008351 [Chlorella vulgaris]	QAXK01018825.1_5368-4150
OG0002243	KAI3426099.1 hypothetical protein D9Q98_008067 [Chlorella vulgaris]	QAXK01000459.1_16579-20716
OG0002246	KAI3434960.1 hypothetical protein D9Q98_003014 [Chlorella vulgaris]	QAXK01004963.1_17662-16561
OG0002250	KAI3424986.1 hypothetical protein D9Q98_008367 [Chlorella vulgaris]	QAXK01009768.1_6744-3068
OG0002257	KAI3429824.1 hypothetical protein D9Q98_010137 [Chlorella vulgaris]	QAXK01003840.1_2463-275
OG0002262	KAI3427130.1 hypothetical protein D9Q98_007067 [Chlorella vulgaris]	QAXK01009985.1_8201-11435
OG0002280	KAI3436633.1 hypothetical protein D9Q98_006049 [Chlorella vulgaris]	QAXK01000180.1_9982-8131
OG0002282	KAI3435966.1 hypothetical protein D9Q98_002024 [Chlorella vulgaris]	QAXK01000502.1_36980-37941
OG0002289	KAI3437748.1 hypothetical protein D9Q98_000196 [Chlorella vulgaris]	QAXK01009887.1_2599-389
OG0002367	KAI3438077.1 hypothetical protein D9Q98_000519 [Chlorella vulgaris]	QAXK01000828.1_1794-5888
OG0002368	KAI3438172.1 hypothetical protein D9Q98_000609 [Chlorella vulgaris]	QAXK01012125.1_2420-651
OG0002374	KAI3434542.1 hypothetical protein D9Q98_002615 [Chlorella vulgaris]	QAXK01003443.1_1888-4145
OG0002375	KAI3438079.1 hypothetical protein D9Q98_000521 [Chlorella vulgaris]	QAXK01000611.1_344-2643
OG0002377	KAI3434567.1 hypothetical protein D9Q98_002639 [Chlorella vulgaris]	QAXK01000070.1_5006-2926
OG0002391	KAI3424083.1 hypothetical protein D9Q98_009445 [Chlorella vulgaris]	QAXK01001032.1_529-3021
OG0002392	KAI3434836.1 hypothetical protein D9Q98_002891 [Chlorella vulgaris]	QAXK01004092.1_39419-40407
OG0002393	KAI3424463.1 hypothetical protein D9Q98_010014 [Chlorella vulgaris]	QAXK01004425.1_5700-7015
OG0002398	KAI3434833.1 hypothetical protein D9Q98_002888 [Chlorella vulgaris]	QAXK01007630.1_3354-1779
OG0002400	KAI3434832.1 hypothetical protein D9Q98_002887 [Chlorella vulgaris]	QAXK01009758.1_1852-165
OG0002402	KAI3424136.1 hypothetical protein D9Q98_009496 [Chlorella vulgaris]	QAXK01006527.1_8708-6017
OG0002404	KAI3424077.1 hypothetical protein D9Q98_009440 [Chlorella vulgaris]	QAXK01000840.1_31502-30180
OG0002407	KAI3430901.1 hypothetical protein D9Q98_009310 [Chlorella vulgaris]	QAXK01002424.1_5771-2597
OG0002409	KAI3430860.1 hypothetical protein D9Q98_009269 [Chlorella vulgaris]	QAXK01003096.1_14696-17609
OG0002410	KAI3432355.1 hypothetical protein D9Q98_003912 [Chlorella vulgaris]	QAXK01000328.1_7305-8962
OG0002415	KAI3429730.1 hypothetical protein D9Q98_010045 [Chlorella vulgaris]	QAXK01018530.1_1173-3834
OG0002417	KAI3429728.1 hypothetical protein D9Q98_010043 [Chlorella vulgaris]	QAXK01014946.1_5937-4091
OG0002421	KAI3435597.1 hypothetical protein D9Q98_001662 [Chlorella vulgaris]	QAXK01000019.1_127-3831
OG0002424	KAI3430442.1 hypothetical protein D9Q98_005037 [Chlorella vulgaris]	QAXK01004230.1_13015-11861
OG0002429	KAI3437878.1 hypothetical protein D9Q98_000324 [Chlorella vulgaris]	QAXK01018188.1_2713-2029
OG0002433	KAI3437851.1 hypothetical protein D9Q98_000297 [Chlorella vulgaris]	QAXK01010016.1_2591-4898
OG0002435	KAI3438571.1 hypothetical protein D9Q98_000998 [Chlorella vulgaris]	QAXK01006642.1_4903-8475
OG0002439	KAI3438426.1 hypothetical protein D9Q98_000857 [Chlorella vulgaris]	QAXK01006012.1_4611-6378
OG0002441	KAI3438443.1 hypothetical protein D9Q98_000873 [Chlorella vulgaris]	QAXK01000523.1_8909-7053
OG0002447	KAI3438553.1 hypothetical protein D9Q98_000981 [Chlorella vulgaris]	QAXK01011649.1_6227-2645
OG0002451	KAI3426399.1 hypothetical protein D9Q98_008769 [Chlorella vulgaris]	QAXK01000979.1_11011-9108
OG0002454	KAI3436267.1 hypothetical protein D9Q98_002320 [Chlorella vulgaris]	QAXK01017228.1_872-211
OG0002461	KAI3438817.1 hypothetical protein D9Q98_001234 [Chlorella vulgaris]	QAXK01008372.1_4504-1777
OG0002470	KAI3428420.1 hypothetical protein D9Q98_007247 [Chlorella vulgaris]	QAXK01004760.1_349-2010
OG0002473	KAI3426053.1 hypothetical protein D9Q98_008021 [Chlorella vulgaris]	QAXK01005580.1_145-5612
OG0002481	KAI3438662.1 hypothetical protein D9Q98_001083 [Chlorella vulgaris]	QAXK01019295.1_5920-5732
OG0002489	KAI3424295.1 hypothetical protein D9Q98_009850 [Chlorella vulgaris]	QAXK01011332.1_7730-6306
OG0002490	KAI3434481.1 hypothetical protein D9Q98_002557 [Chlorella vulgaris]	QAXK01005493.1_5709-8739
OG0002491	KAI3436629.1 hypothetical protein D9Q98_006046 [Chlorella vulgaris]	QAXK01001982.1_13111-9273
OG0002493	KAI3430480.1 hypothetical protein D9Q98_005075 [Chlorella vulgaris]	QAXK01003356.1_3976-6343
OG0002501	KAI3434533.1 hypothetical protein D9Q98_002606 [Chlorella vulgaris]	QAXK01015333.1_8887-6386
OG0002502	KAI3437820.1 hypothetical protein D9Q98_000267 [Chlorella vulgaris]	QAXK01004701.1_7826-2022
OG0002509	KAI3425047.1 hypothetical protein D9Q98_008425 [Chlorella vulgaris]	QAXK01002072.1_7784-4601
OG0002520	KAI3428739.1 hypothetical protein D9Q98_007562 [Chlorella vulgaris]	QAXK01004095.1_2354-706
OG0002524	KAI3438140.1 hypothetical protein D9Q98_000581 [Chlorella vulgaris]	QAXK01000577.1_7847-8807
OG0002525	KAI3428743.1 hypothetical protein D9Q98_007566 [Chlorella vulgaris]	QAXK01004000.1_12088-10081
OG0002540	KAI3435887.1 hypothetical protein D9Q98_001945 [Chlorella vulgaris]	QAXK01000802.1_2542-6601
OG0002550	KAI3432686.1 hypothetical protein D9Q98_004229 [Chlorella vulgaris]	QAXK01001082.1_16962-21149
OG0002551	KAI3432364.1 hypothetical protein D9Q98_003921 [Chlorella vulgaris]	QAXK01000484.1_4718-2307
OG0002552	KAI3427056.1 hypothetical protein D9Q98_006996 [Chlorella vulgaris]	QAXK01001169.1_7647-4609
OG0002561	KAI3432799.1 hypothetical protein D9Q98_010383 [Chlorella vulgaris]	QAXK01000325.1_52702-51360
OG0002563	KAI3429637.1 hypothetical protein D9Q98_005723 [Chlorella vulgaris]	QAXK01010777.1_196-929
OG0002569	KAI3428319.1 hypothetical protein D9Q98_006699 [Chlorella vulgaris]	QAXK01008095.1_6073-1465
OG0002570	KAI3435856.1 hypothetical protein D9Q98_001914 [Chlorella vulgaris]	QAXK01004879.1_5868-4307
OG0002572	KAI3431636.1 hypothetical protein D9Q98_004683 [Chlorella vulgaris]	QAXK01003017.1_10269-9177
OG0002575	KAI3429449.1 hypothetical protein D9Q98_005542 [Chlorella vulgaris]	QAXK01018811.1_5082-3547
OG0002578	KAI3432660.1 hypothetical protein D9Q98_004204 [Chlorella vulgaris]	QAXK01006849.1_22455-23625
OG0002581	KAI3427331.1 hypothetical protein D9Q98_010248 [Chlorella vulgaris]	QAXK01000799.1_52275-51787
OG0002587	KAI3432211.1 hypothetical protein D9Q98_003773 [Chlorella vulgaris]	QAXK01003879.1_1866-205
OG0002588	KAI3432683.1 hypothetical protein D9Q98_004226 [Chlorella vulgaris]	QAXK01006532.1_11118-4758
OG0002596	KAI3430749.1 hypothetical protein D9Q98_009161 [Chlorella vulgaris]	QAXK01013827.1_4630-1867
OG0002601	KAI3436471.1 hypothetical protein D9Q98_005888 [Chlorella vulgaris]	QAXK01013188.1_5354-2685
OG0002604	KAI3427439.1 hypothetical protein D9Q98_010354 [Chlorella vulgaris]	QAXK01003755.1_5170-9460
OG0002608	KAI3426257.1 hypothetical protein D9Q98_008632 [Chlorella vulgaris]	QAXK01001306.1_3606-5501
OG0002610	KAI3435683.1 hypothetical protein D9Q98_001741 [Chlorella vulgaris]	QAXK01006881.1_2636-4947
OG0002611	KAI3435679.1 hypothetical protein D9Q98_001736 [Chlorella vulgaris]	QAXK01008206.1_13328-14330
OG0002613	KAI3435689.1 hypothetical protein D9Q98_001747 [Chlorella vulgaris]	QAXK01001336.1_4314-5769
OG0002615	KAI3430292.1 hypothetical protein D9Q98_004888 [Chlorella vulgaris]	QAXK01018285.1_3833-2399
OG0002620	KAI3429516.1 hypothetical protein D9Q98_005605 [Chlorella vulgaris]	QAXK01005400.1_31209-29659
OG0002627	KAI3426426.1 hypothetical protein D9Q98_008794 [Chlorella vulgaris]	QAXK01000679.1_20862-23970
OG0002632	KAI3426433.1 hypothetical protein D9Q98_008801 [Chlorella vulgaris]	QAXK01000208.1_858-3327
OG0002633	KAI3438579.1 hypothetical protein D9Q98_001004 [Chlorella vulgaris]	QAXK01015735.1_789-3208
OG0002634	KAI3426954.1 hypothetical protein D9Q98_006898 [Chlorella vulgaris]	QAXK01005319.1_15043-16886
OG0002641	KAI3431569.1 hypothetical protein D9Q98_004619 [Chlorella vulgaris]	QAXK01001768.1_11195-11945
OG0002642	KAI3429589.1 hypothetical protein D9Q98_005675 [Chlorella vulgaris]	QAXK01002348.1_6292-8730
OG0002654	KAI3426231.1 hypothetical protein D9Q98_008607 [Chlorella vulgaris]	QAXK01008540.1_14282-12509
OG0002656	KAI3431516.1 hypothetical protein D9Q98_004566 [Chlorella vulgaris]	QAXK01008693.1_1704-2778
OG0002657	KAI3426218.1 hypothetical protein D9Q98_008594 [Chlorella vulgaris]	QAXK01001396.1_8898-9977
OG0002663	KAI3430727.1 hypothetical protein D9Q98_005313 [Chlorella vulgaris]	QAXK01005614.1_2666-5868
OG0002665	KAI3430672.1 hypothetical protein D9Q98_005263 [Chlorella vulgaris]	QAXK01013120.1_9967-12816
OG0002670	KAI3424363.1 hypothetical protein D9Q98_009916 [Chlorella vulgaris]	QAXK01006673.1_15764-13631
OG0002674	KAI3436340.1 hypothetical protein D9Q98_002393 [Chlorella vulgaris]	QAXK01009777.1_8817-6577
OG0002680	KAI3436312.1 hypothetical protein D9Q98_002365 [Chlorella vulgaris]	QAXK01002348.1_28743-27471
OG0002684	KAI3427138.1 hypothetical protein D9Q98_007075 [Chlorella vulgaris]	QAXK01009099.1_14211-12777
OG0002690	KAI3431661.1 hypothetical protein D9Q98_004708 [Chlorella vulgaris]	QAXK01002281.1_18158-20087
OG0002691	KAI3426291.1 hypothetical protein D9Q98_008664 [Chlorella vulgaris]	QAXK01017025.1_286-4417
OG0002692	KAI3431670.1 hypothetical protein D9Q98_004717 [Chlorella vulgaris]	QAXK01018733.1_2749-2003
OG0002693	KAI3433441.1 hypothetical protein D9Q98_003255 [Chlorella vulgaris]	QAXK01001086.1_9229-7556
OG0002695	KAI3429553.1 hypothetical protein D9Q98_005641 [Chlorella vulgaris]	QAXK01007477.1_3698-5226
OG0002710	KAI3423826.1 hypothetical protein D9Q98_009662 [Chlorella vulgaris]	QAXK01005359.1_3667-6796
OG0002711	KAI3433593.1 hypothetical protein D9Q98_003404 [Chlorella vulgaris]	QAXK01000142.1_2803-4675
OG0002714	KAI3438753.1 hypothetical protein D9Q98_001172 [Chlorella vulgaris]	QAXK01008206.1_4068-2028
OG0002716	KAI3431803.1 hypothetical protein D9Q98_010556 [Chlorella vulgaris]	QAXK01002299.1_25676-26628
OG0002723	KAI3430598.1 hypothetical protein D9Q98_005191 [Chlorella vulgaris]	QAXK01001735.1_19259-17991
OG0002725	KAI3430619.1 hypothetical protein D9Q98_005211 [Chlorella vulgaris]	QAXK01014870.1_4125-17
OG0002728	KAI3430266.1 hypothetical protein D9Q98_004862 [Chlorella vulgaris]	QAXK01001551.1_13518-17077
OG0002737	KAI3433712.1 hypothetical protein D9Q98_003521 [Chlorella vulgaris]	QAXK01003565.1_11016-9575
OG0002740	KAI3436413.1 hypothetical protein D9Q98_005830 [Chlorella vulgaris]	QAXK01008073.1_769-1809
OG0002747	KAI3425821.1 hypothetical protein D9Q98_007796 [Chlorella vulgaris]	QAXK01003905.1_20331-25213
OG0002748	KAI3436390.1 hypothetical protein D9Q98_005807 [Chlorella vulgaris]	QAXK01006264.1_6024-5189
OG0002758	KAI3427950.1 hypothetical protein D9Q98_006340 [Chlorella vulgaris]	QAXK01000240.1_34950-34312
OG0002759	KAI3435999.1 hypothetical protein D9Q98_002056 [Chlorella vulgaris]	QAXK01007099.1_3453-8857
OG0002761	KAI3435980.1 hypothetical protein D9Q98_002038 [Chlorella vulgaris]	QAXK01001947.1_20720-25947
OG0002768	KAI3425758.1 hypothetical protein D9Q98_007733 [Chlorella vulgaris]	QAXK01003475.1_1733-1302
OG0002771	KAI3436776.1 hypothetical protein D9Q98_006188 [Chlorella vulgaris]	QAXK01011921.1_1066-3701
OG0002772	KAI3436485.1 hypothetical protein D9Q98_005902 [Chlorella vulgaris]	QAXK01003475.1_2682-4175
OG0002773	KAI3434883.1 hypothetical protein D9Q98_002937 [Chlorella vulgaris]	QAXK01017743.1_4283-978
OG0002777	KAI3426067.1 hypothetical protein D9Q98_008035 [Chlorella vulgaris]	QAXK01014000.1_19150-23189
OG0002778	KAI3430293.1 hypothetical protein D9Q98_004889 [Chlorella vulgaris]	QAXK01002678.1_2058-278
OG0002781	KAI3436854.1 hypothetical protein D9Q98_006264 [Chlorella vulgaris]	QAXK01008309.1_4393-845
OG0002791	KAI3428791.1 hypothetical protein D9Q98_007610 [Chlorella vulgaris]	QAXK01006910.1_4587-4039
OG0002793	KAI3439092.1 hypothetical protein D9Q98_001502 [Chlorella vulgaris]	QAXK01003026.1_6033-13877
OG0002799	KAI3430855.1 hypothetical protein D9Q98_009264 [Chlorella vulgaris]	QAXK01000454.1_923-1568
OG0002810	KAI3435496.1 hypothetical protein D9Q98_001562 [Chlorella vulgaris]	QAXK01009911.1_30762-28414
OG0002812	KAI3437958.1 hypothetical protein D9Q98_000402 [Chlorella vulgaris]	QAXK01008556.1_5708-3352
OG0002818	KAI3435507.1 hypothetical protein D9Q98_001573 [Chlorella vulgaris]	QAXK01001221.1_1240-326
OG0002819	KAI3435497.1 hypothetical protein D9Q98_001563 [Chlorella vulgaris]	QAXK01001402.1_3021-777
OG0002820	KAI3435509.1 hypothetical protein D9Q98_001575 [Chlorella vulgaris]	QAXK01007101.1_2486-3500
OG0002821	KAI3433299.1 hypothetical protein D9Q98_003118 [Chlorella vulgaris]	QAXK01001240.1_4320-118
OG0002827	KAI3438101.1 hypothetical protein D9Q98_000543 [Chlorella vulgaris]	QAXK01001575.1_9213-11802
OG0002829	KAI3438129.1 hypothetical protein D9Q98_000570 [Chlorella vulgaris]	QAXK01008464.1_4921-314
OG0002831	KAI3438146.1 hypothetical protein D9Q98_000587 [Chlorella vulgaris]	QAXK01009471.1_2975-111
OG0002842	KAI3427967.1 hypothetical protein D9Q98_006357 [Chlorella vulgaris]	QAXK01002063.1_17610-18209
OG0002848	KAI3434477.1 hypothetical protein D9Q98_002553 [Chlorella vulgaris]	QAXK01011190.1_3792-5177
OG0002852	KAI3425785.1 hypothetical protein D9Q98_007760 [Chlorella vulgaris]	QAXK01002795.1_1894-3499
OG0002853	KAI3428013.1 hypothetical protein D9Q98_006399 [Chlorella vulgaris]	QAXK01006222.1_6005-7514
OG0002854	KAI3428028.1 hypothetical protein D9Q98_006414 [Chlorella vulgaris]	QAXK01000274.1_4441-2040
OG0002861	KAI3435020.1 hypothetical protein D9Q98_003072 [Chlorella vulgaris]	QAXK01000336.1_29701-28621
OG0002871	KAI3431671.1 hypothetical protein D9Q98_004718 [Chlorella vulgaris]	QAXK01001665.1_2326-3883
OG0002877	KAI3430558.1 hypothetical protein D9Q98_005151 [Chlorella vulgaris]	QAXK01001383.1_16600-17459
OG0002889	KAI3425968.1 hypothetical protein D9Q98_007936 [Chlorella vulgaris]	QAXK01014533.1_1995-3733
OG0002890	KAI3437570.1 hypothetical protein D9Q98_000023 [Chlorella vulgaris]	QAXK01012468.1_6191-5064
OG0002892	KAI3426031.1 hypothetical protein D9Q98_007999 [Chlorella vulgaris]	QAXK01004675.1_1944-4753
OG0002895	KAI3425910.1 hypothetical protein D9Q98_007882 [Chlorella vulgaris]	QAXK01006273.1_11056-8644
OG0002898	KAI3435492.1 hypothetical protein D9Q98_001558 [Chlorella vulgaris]	QAXK01013787.1_6935-10103
OG0002900	KAI3431405.1 hypothetical protein D9Q98_004458 [Chlorella vulgaris]	QAXK01000573.1_11483-12681
OG0002903	KAI3438848.1 hypothetical protein D9Q98_001265 [Chlorella vulgaris]	QAXK01008701.1_3697-2030
OG0002915	KAI3438298.1 hypothetical protein D9Q98_000732 [Chlorella vulgaris]	QAXK01000080.1_1794-5623
OG0002916	KAI3433640.1 hypothetical protein D9Q98_003449 [Chlorella vulgaris]	QAXK01010627.1_8219-6389
OG0002918	KAI3436793.1 hypothetical protein D9Q98_006204 [Chlorella vulgaris]	QAXK01005102.1_8833-5901
OG0002927	KAI3425858.1 hypothetical protein D9Q98_007832 [Chlorella vulgaris]	QAXK01012487.1_1571-2566
OG0002931	KAI3438904.1 hypothetical protein D9Q98_001319 [Chlorella vulgaris]	QAXK01009697.1_3987-6949
OG0002938	KAI3438325.1 hypothetical protein D9Q98_000759 [Chlorella vulgaris]	QAXK01014057.1_8141-7852
OG0002940	KAI3438308.1 hypothetical protein D9Q98_000742 [Chlorella vulgaris]	QAXK01000147.1_17903-18595
OG0002946	KAI3433400.1 hypothetical protein D9Q98_003216 [Chlorella vulgaris]	QAXK01002261.1_40148-34742
OG0002948	KAI3433619.1 hypothetical protein D9Q98_003428 [Chlorella vulgaris]	QAXK01005661.1_3614-5576
OG0002955	KAI3438301.1 hypothetical protein D9Q98_000735 [Chlorella vulgaris]	QAXK01003496.1_4117-1328
OG0002962	KAI3428540.1 hypothetical protein D9Q98_007362 [Chlorella vulgaris]	QAXK01002423.1_4870-1549
OG0002965	KAI3430344.1 hypothetical protein D9Q98_004939 [Chlorella vulgaris]	QAXK01009311.1_5086-9550
OG0002969	KAI3428530.1 hypothetical protein D9Q98_007353 [Chlorella vulgaris]	QAXK01007111.1_9724-10631
OG0002971	KAI3434716.1 hypothetical protein D9Q98_002777 [Chlorella vulgaris]	QAXK01004485.1_1816-3388
OG0002974	KAI3432730.1 hypothetical protein D9Q98_004271 [Chlorella vulgaris]	QAXK01000635.1_9875-7571
OG0002988	KAI3430645.1 hypothetical protein D9Q98_005238 [Chlorella vulgaris]	QAXK01005019.1_7837-6195
OG0002994	KAI3435894.1 hypothetical protein D9Q98_001952 [Chlorella vulgaris]	QAXK01008641.1_5826-4936
OG0002996	KAI3429741.1 hypothetical protein D9Q98_010056 [Chlorella vulgaris]	QAXK01008356.1_1994-1323
OG0003000	KAI3429789.1 hypothetical protein D9Q98_010102 [Chlorella vulgaris]	QAXK01018219.1_153-1479
OG0003006	KAI3429865.1 hypothetical protein D9Q98_010176 [Chlorella vulgaris]	QAXK01009127.1_2830-5632
OG0003009	KAI3429783.1 hypothetical protein D9Q98_010096 [Chlorella vulgaris]	QAXK01001726.1_8268-6818
OG0003011	KAI3437941.1 hypothetical protein D9Q98_000385 [Chlorella vulgaris]	QAXK01014149.1_4580-2650
OG0003015	KAI3431589.1 hypothetical protein D9Q98_004639 [Chlorella vulgaris]	QAXK01017394.1_3188-4
OG0003017	KAI3434492.1 hypothetical protein D9Q98_002567 [Chlorella vulgaris]	QAXK01001070.1_5974-4798
OG0003026	KAI3425789.1 hypothetical protein D9Q98_007764 [Chlorella vulgaris]	QAXK01001672.1_6564-5317
OG0003036	KAI3428373.1 hypothetical protein D9Q98_006753 [Chlorella vulgaris]	QAXK01000724.1_14653-15848
OG0003041	KAI3430373.1 hypothetical protein D9Q98_004968 [Chlorella vulgaris]	QAXK01001704.1_7113-6556
OG0003042	KAI3435883.1 hypothetical protein D9Q98_001941 [Chlorella vulgaris]	QAXK01014526.1_3534-6424
OG0003049	KAI3434991.1 hypothetical protein D9Q98_003043 [Chlorella vulgaris]	QAXK01005731.1_3330-6743
OG0003059	KAI3436886.1 hypothetical protein D9Q98_006294 [Chlorella vulgaris]	QAXK01007133.1_7499-8797
OG0003064	KAI3428662.1 hypothetical protein D9Q98_007485 [Chlorella vulgaris]	QAXK01005457.1_8974-4681
OG0003068	KAI3428676.1 hypothetical protein D9Q98_007499 [Chlorella vulgaris]	QAXK01015536.1_9170-6903
OG0003075	KAI3433671.1 hypothetical protein D9Q98_003480 [Chlorella vulgaris]	QAXK01016351.1_22-2386
OG0003087	KAI3425876.1 hypothetical protein D9Q98_007849 [Chlorella vulgaris]	QAXK01003513.1_13194-9646
OG0003091	KAI3431341.1 hypothetical protein D9Q98_004398 [Chlorella vulgaris]	QAXK01014943.1_5708-4249
OG0003097	KAI3430682.1 hypothetical protein D9Q98_005271 [Chlorella vulgaris]	QAXK01008899.1_16518-18484
OG0003105	KAI3425118.1 hypothetical protein D9Q98_008890 [Chlorella vulgaris]	QAXK01001158.1_6748-4261
OG0003107	KAI3432740.1 hypothetical protein D9Q98_004281 [Chlorella vulgaris]	QAXK01014862.1_4087-1458
OG0003111	KAI3429426.1 hypothetical protein D9Q98_005520 [Chlorella vulgaris]	QAXK01008798.1_739-2238
OG0003123	KAI3429267.1 hypothetical protein D9Q98_005364 [Chlorella vulgaris]	QAXK01008567.1_4740-6650
OG0003125	KAI3424965.1 hypothetical protein D9Q98_008346 [Chlorella vulgaris]	QAXK01001243.1_11567-10056
OG0003126	KAI3432656.1 hypothetical protein D9Q98_004200 [Chlorella vulgaris]	QAXK01016483.1_12203-9679
OG0003127	KAI3439117.1 hypothetical protein D9Q98_001526 [Chlorella vulgaris]	QAXK01017290.1_11269-8021
OG0003129	KAI3438806.1 hypothetical protein D9Q98_001223 [Chlorella vulgaris]	QAXK01002314.1_19744-18688
OG0003133	KAI3433666.1 hypothetical protein D9Q98_003475 [Chlorella vulgaris]	QAXK01000525.1_12654-17162
OG0003142	KAI3433810.1 hypothetical protein D9Q98_003614 [Chlorella vulgaris]	QAXK01011367.1_1094-2688
OG0003148	KAI3426346.1 hypothetical protein D9Q98_008719 [Chlorella vulgaris]	QAXK01012193.1_12536-14034
OG0003149	KAI3424968.1 hypothetical protein D9Q98_008349 [Chlorella vulgaris]	QAXK01012663.1_1560-2913
OG0003151	KAI3426366.1 hypothetical protein D9Q98_008738 [Chlorella vulgaris]	QAXK01010249.1_1617-3048
OG0003152	KAI3438768.1 hypothetical protein D9Q98_001186 [Chlorella vulgaris]	QAXK01003852.1_5090-8561
OG0003157	KAI3424884.1 hypothetical protein D9Q98_008268 [Chlorella vulgaris]	QAXK01018936.1_2-1001
OG0003160	KAI3426082.1 hypothetical protein D9Q98_008050 [Chlorella vulgaris]	QAXK01000595.1_5567-8159
OG0003164	KAI3424875.1 hypothetical protein D9Q98_008259 [Chlorella vulgaris]	QAXK01009877.1_4970-2684
OG0003167	KAI3426347.1 hypothetical protein D9Q98_008720 [Chlorella vulgaris]	QAXK01014051.1_13887-12133
OG0003172	KAI3426392.1 hypothetical protein D9Q98_008763 [Chlorella vulgaris]	QAXK01000415.1_5823-6484
OG0003191	KAI3429735.1 hypothetical protein D9Q98_010050 [Chlorella vulgaris]	QAXK01004389.1_4946-6334
OG0003196	KAI3426108.1 hypothetical protein D9Q98_008487 [Chlorella vulgaris]	QAXK01000596.1_17342-21595
OG0003197	KAI3426341.1 hypothetical protein D9Q98_008714 [Chlorella vulgaris]	QAXK01003298.1_5048-551
OG0003198	KAI3426179.1 hypothetical protein D9Q98_008556 [Chlorella vulgaris]	QAXK01002898.1_4695-10345
OG0003204	KAI3428832.1 hypothetical protein D9Q98_007649 [Chlorella vulgaris]	QAXK01006378.1_2719-127
OG0003209	KAI3426333.1 hypothetical protein D9Q98_008706 [Chlorella vulgaris]	QAXK01011390.1_6757-10508
OG0003212	KAI3424929.1 hypothetical protein D9Q98_008313 [Chlorella vulgaris]	QAXK01003629.1_5946-3703
OG0003217	KAI3435649.1 hypothetical protein D9Q98_001707 [Chlorella vulgaris]	QAXK01017651.1_111-3535
OG0003218	KAI3435805.1 hypothetical protein D9Q98_001863 [Chlorella vulgaris]	QAXK01003131.1_36278-34367
OG0003219	KAI3435886.1 hypothetical protein D9Q98_001944 [Chlorella vulgaris]	QAXK01002499.1_5466-6313
OG0003220	KAI3436072.1 hypothetical protein D9Q98_002130 [Chlorella vulgaris]	QAXK01004108.1_13829-15654
OG0003226	KAI3438255.1 hypothetical protein D9Q98_000691 [Chlorella vulgaris]	QAXK01003220.1_8522-13953
OG0003227	KAI3428440.1 hypothetical protein D9Q98_007267 [Chlorella vulgaris]	QAXK01003375.1_5219-43
OG0003230	KAI3424192.1 hypothetical protein D9Q98_009548 [Chlorella vulgaris]	QAXK01000382.1_1570-3458
OG0003235	KAI3436546.1 hypothetical protein D9Q98_005962 [Chlorella vulgaris]	QAXK01014478.1_11654-8522
OG0003239	KAI3434747.1 hypothetical protein D9Q98_002807 [Chlorella vulgaris]	QAXK01009911.1_3900-1880
OG0003243	KAI3436601.1 hypothetical protein D9Q98_006018 [Chlorella vulgaris]	QAXK01012462.1_308-2720
OG0003245	KAI3429473.1 hypothetical protein D9Q98_005565 [Chlorella vulgaris]	QAXK01014831.1_1377-156
OG0003248	KAI3435568.1 hypothetical protein D9Q98_001633 [Chlorella vulgaris]	QAXK01003339.1_1231-2678
OG0003249	KAI3438216.1 hypothetical protein D9Q98_000653 [Chlorella vulgaris]	QAXK01001710.1_3704-3307
OG0003250	KAI3438655.1 hypothetical protein D9Q98_001077 [Chlorella vulgaris]	QAXK01003319.1_3618-13354
